0.000000000000000000e+00,0.000000000000000000e+00
3.600360036003600328e-01,2.492647980968422990e-03
7.200720072007200656e-01,3.229484434347811971e-03
1.080108010801080098e+00,3.877522555065831839e-03
1.440144014401440131e+00,4.486880453939245950e-03
1.800180018001800164e+00,5.067661900789304473e-03
2.160216021602160197e+00,5.626308505972280570e-03
2.520252025202520230e+00,6.167366924691928577e-03
2.880288028802880262e+00,6.694077395835341601e-03
3.240324032403240295e+00,7.208766822658304457e-03
3.600360036003600328e+00,7.713122610243159163e-03
3.960396039603960361e+00,8.208383777423524513e-03
4.320432043204320394e+00,8.695474365013639018e-03
4.680468046804680426e+00,9.175096584536553482e-03
5.040504050405040459e+00,9.647795877173169846e-03
5.400540054005400492e+00,1.011400637324002399e-02
5.760576057605760525e+00,1.057408267556062507e-02
6.120612061206120558e+00,1.102832209926279429e-02
6.480648064806480591e+00,1.147698025115250799e-02
6.840684068406840623e+00,1.192028196018161956e-02
7.200720072007200656e+00,1.235842896242562820e-02
7.560756075607560689e+00,1.279160531974464325e-02
7.920792079207920722e+00,1.321998125532132529e-02
8.280828082808280755e+00,1.364371588278011187e-02
8.640864086408640787e+00,1.406295916152879542e-02
9.000900090009000820e+00,1.447785331045710680e-02
9.360936093609360853e+00,1.488853384200534806e-02
9.720972097209720886e+00,1.529513032969380404e-02
1.008100810081008092e+01,1.569776698807014495e-02
1.044104410441044095e+01,1.609656312021770161e-02
1.080108010801080098e+01,1.649163347135015542e-02
1.116111611161116102e+01,1.688308851542411060e-02
1.152115211521152105e+01,1.727103469360957710e-02
1.188118811881188108e+01,1.765557461781276996e-02
1.224122412241224112e+01,1.803680724850351483e-02
1.260126012601260115e+01,1.841482805334986386e-02
1.296129612961296118e+01,1.878972915123951204e-02
1.332133213321332121e+01,1.916159944492822065e-02
1.368136813681368125e+01,1.953052474461584170e-02
1.404140414041404128e+01,1.989658788409615769e-02
1.440144014401440131e+01,2.025986883066696262e-02
1.476147614761476135e+01,2.062044478966677460e-02
1.512151215121512138e+01,2.097839030427729387e-02
1.548154815481548141e+01,2.133377735107335263e-02
1.584158415841584144e+01,2.168667543168957892e-02
1.620162016201620148e+01,2.203715166089376121e-02
1.656165616561656151e+01,2.238527085130094865e-02
1.692169216921692154e+01,2.273109559492082765e-02
1.728172817281728157e+01,2.307468634170275687e-02
1.764176417641764161e+01,2.341610147522062146e-02
1.800180018001800164e+01,2.375539738562378045e-02
1.836183618361836167e+01,2.409262853996866141e-02
1.872187218721872171e+01,2.442784755003566538e-02
1.908190819081908174e+01,2.476110523772901903e-02
1.944194419441944177e+01,2.509245069815100801e-02
1.980198019801980180e+01,2.542193136043702228e-02
2.016201620162016184e+01,2.574959304643326813e-02
2.052205220522052187e+01,2.607548002729600384e-02
2.088208820882088190e+01,2.639963507808660084e-02
2.124212421242124194e+01,2.672209953043462594e-02
2.160216021602160197e+01,2.704291332333802131e-02
2.196219621962196200e+01,2.736211505216645801e-02
2.232223222322232203e+01,2.767974201593188105e-02
2.268226822682268207e+01,2.799583026288802665e-02
2.304230423042304210e+01,2.831041463451741333e-02
2.340234023402340213e+01,2.862352880796396534e-02
2.376237623762376217e+01,2.893520533696536737e-02
2.412241224122412220e+01,2.924547569133889233e-02
2.448244824482448223e+01,2.955437029507154353e-02
2.484248424842484226e+01,2.986191856306410694e-02
2.520252025202520230e+01,3.016814893657655469e-02
2.556255625562556233e+01,3.047308891742085343e-02
2.592259225922592236e+01,3.077676510094544751e-02
2.628262826282628239e+01,3.107920320785410515e-02
2.664266426642664243e+01,3.138042811490040357e-02
2.700270027002700246e+01,3.168046388449773099e-02
2.736273627362736249e+01,3.197933379328279924e-02
2.772277227722772253e+01,3.227706035966988046e-02
2.808280828082808256e+01,3.257366537043191596e-02
2.844284428442844259e+01,3.286916990634183855e-02
2.880288028802880262e+01,3.316359436690844570e-02
2.916291629162916266e+01,3.345695849423813845e-02
2.952295229522952269e+01,3.374928139605370969e-02
2.988298829882988272e+01,3.404058156789990797e-02
3.024302430243024276e+01,3.433087691456467722e-02
3.060306030603060279e+01,3.462018477074352285e-02
3.096309630963096282e+01,3.490852192097396861e-02
3.132313231323132285e+01,3.519590461886612509e-02
3.168316831683168289e+01,3.548234860565355198e-02
3.204320432043203937e+01,3.576786912808940094e-02
3.240324032403240295e+01,3.605248095571012695e-02
3.276327632763276654e+01,3.633619839748961078e-02
3.312331233123312302e+01,3.661903531790531435e-02
